idx_node avai
0 0
0 0.00000176689
0 0.00000531678
0 0
0 0
1 0
1 0.00000176536
1 0.00000531759
1 0
1 0
2 0
2 0.00000180209
2 0.00000528697
2 0
2 0
3 0
3 0.00000180666
3 0.00000528363
3 0
3 0
4 0
4 0.00000391726
4 0.00000374875
4 0
4 0
6 0
6 0.000000745212
6 0.00000606221
6 0
6 0
7 0
7 0.00000176224
7 0.00000532107
7 0
7 0
8 0
8 0.00000175588
8 0.00000532611
8 0
8 0
9 0
9 0.00000175333
9 0.00000532714
9 0
9 0
10 0
10 0.00000180456
10 0.00000528458
10 0
10 0
11 0
11 0.00000181052
11 0.00000528036
11 0
11 0
12 0
12 0.00000181325
12 0.00000527853
12 0
12 0
14 0
14 0.000000745256
14 0.0000060626
14 0
14 0
15 0
15 0.0000017585
15 0.00000532459
15 0
15 0
16 0
16 0.00000174573
16 0.00000533567
16 0
16 0
17 0
17 0.00000173096
17 0.00000534754
17 0
17 0
18 0
18 0.00000173682
18 0.00000533668
18 0
18 0
19 0
19 0.00000403417
19 0.0000183293
19 0
19 0
20 0
20 0.0000040953
20 0.0000185658
20 0
20 0
21 0
21 0.0000131534
21 0.0000301632
21 0
21 0
22 0
22 0.0000132787
22 0.0000304359
22 0
22 0
23 0
23 0.00000420074
23 0.0000190974
23 0
23 0
27 0
27 0.00000174897
27 0.00000533315
27 0
27 0
28 0
28 0.00000172092
28 0.0000053596
28 0
28 0
29 0
29 0.00000375889
29 0.0000173118
29 0
29 0
30 0
30 0.0000125589
30 0.0000289414
30 0
30 0
31 0
31 0.0000128761
31 0.0000295562
31 0
31 0
32 0
32 0.0000125226
32 0.0000353197
32 0
32 0
33 0
33 0.0000126617
33 0.0000357401
33 0
33 0
34 0
34 0.0000134249
34 0.0000354281
34 0
34 0
35 0
35 0.0000134947
35 0.0000356134
35 0
35 0
36 0
36 0.0000177086
36 0.0000453921
36 0
36 0
37 0
37 0.00000935392
37 0.0000367312
37 0
37 0
45 0
45 0.0000017478
45 0.00000533323
45 0
45 0
46 0
46 0.0000125517
46 0.000028947
46 0
46 0
47 0
47 0.0000125525
47 0.0000289107
47 0
47 0
48 0
48 0.0000122827
48 0.0000345766
48 0
48 0
49 0
49 0.0000141081
49 0.000037546
49 0
49 0
50 0
50 0.0000147207
50 0.0000373758
50 0
50 0
51 0
51 0.0000148495
51 0.000037736
51 0
51 0
52 0
52 0.0000135322
52 0.000035729
52 0
52 0
53 0
53 0.0000177089
53 0.0000454345
53 0
53 0
54 0
54 0.0000177334
54 0.0000454786
54 0
54 0
55 0
55 0.0000236603
55 0.0000402565
55 0.00000218397
55 0
67 0
67 0.0000129183
67 0.0000296616
67 0
67 0
68 0
68 0.0000140461
68 0.0000374001
68 0
68 0
69 0
69 0.0000140659
69 0.0000373691
69 0
69 0
70 0
70 0.0000201808
70 0.0000336458
70 0
70 0
71 0
71 0.0000203768
71 0.0000341493
71 0
71 0
72 0
72 0.0000205467
72 0.0000344974
72 0
72 0
73 0
73 0.0000206549
73 0.0000346738
73 0
73 0
74 0
74 0.0000255057
74 0.0000415947
74 0
74 0
75 0
75 0.0000211554
75 0.0000359697
75 0.00000187925
75 0
87 0
87 0.0000142807
87 0.0000379703
87 0
87 0
88 0
88 0.0000205861
88 0.000034208
88 0
88 0
89 0
89 0.0000206305
89 0.0000343904
89 0
89 0
90 0
90 0.0000205244
90 0.0000344281
90 0
90 0
91 0
91 0.0000206407
91 0.0000347912
91 0
91 0
92 0
92 0.0000207293
92 0.0000349784
92 0
92 0
93 0
93 0.0000228991
93 0.0000384547
93 0
93 0
94 0
94 0.0000267362
94 0.0000348155
94 0.00000149537
94 0
95 0
95 0.0000247895
95 0.0000301266
95 0.00000128136
95 0
96 0
96 0.0000216392
96 0.0000327936
96 0.00000172275
96 0
108 0
108 0.0000208769
108 0.000034561
108 0
108 0
109 0
109 0.0000209587
109 0.0000348079
109 0
109 0
110 0
110 0.000019177
110 0.000032077
110 0
110 0
111 0
111 0.0000192289
111 0.0000325185
111 0
111 0
112 0
112 0.0000192188
112 0.0000327467
112 0
112 0
113 0
113 0.0000209689
113 0.0000354672
113 0
113 0
114 0
114 0.0000245634
114 0.000032311
114 0.00000134357
114 0
115 0
115 0.0000248025
115 0.0000303257
115 0.00000127026
115 0
116 0
116 0.0000218582
116 0.0000280297
116 0.00000112136
116 0
117 0
117 0.0000187909
117 0.0000375086
117 0.00000114496
117 0
118 0
118 0.0000160296
118 0.0000294293
118 0.00000124719
118 0
122 0
122 0.0000211213
122 0.0000348192
122 0
122 0
123 0
123 0.000019392
123 0.0000320215
123 0
123 0
124 0
124 0.0000185942
124 0.0000312473
124 0
124 0
125 0
125 0.0000175765
125 0.0000300824
125 0
125 0
126 0
126 0.0000201983
126 0.0000345754
126 0
126 0
127 0
127 0.000021687
127 0.0000301898
127 0.00000109568
127 0
128 0
128 0.00001921
128 0.0000339865
128 0.000000881368
128 0
129 0
129 0.0000196289
129 0.0000323744
129 0.000000855602
129 0
130 0
130 0.0000213986
130 0.0000347965
130 0.000000927135
130 0
131 0
131 0.000020263
131 0.0000340653
131 0.000000860373
131 0
132 0
132 0.0000143081
132 0.0000310283
132 0.00000104212
132 0
133 0
133 0.0000152326
133 0.000029565
133 0.00000119122
133 0
134 0
134 0.0000156507
134 0.0000265284
134 0.00000124971
134 0
135 0
135 0.0000176219
135 0.0000169695
135 0.00000169466
135 0
137 0
137 0.0000104905
137 0.0000302159
137 0
137 0
138 0
138 0.0000450991
138 0.0000175463
138 0
138 0
139 0
139 0.00001937
139 0.0000317721
139 0
139 0
140 0
140 0.0000230216
140 0.0000313039
140 0.00000113213
140 0
141 0
141 0.000022933
141 0.0000323661
141 0.000000994898
141 0
142 0
142 0.0000243419
142 0.0000339255
142 0.00000103983
142 0
143 0
143 0.0000259445
143 0.0000364134
143 0.00000108611
143 0
144 0
144 0.0000219725
144 0.0000318812
144 0.000000917242
144 0
145 0
145 0.000023347
145 0.0000357323
145 0.0000015049
145 0
146 0
146 0.0000223925
146 0.0000367786
146 0.00000159869
146 0
147 0
147 0.0000197275
147 0.0000325588
147 0.000000823473
147 0
148 0
148 0.0000188711
148 0.0000319841
148 0.00000077747
148 0
149 0
149 0.0000198959
149 0.0000326096
149 0.000000943669
149 0
150 0
150 0.0000153685
150 0.0000294211
150 0.00000125807
150 0
151 0
151 0.0000158038
151 0.0000265363
151 0.00000131333
151 0
152 0
152 0.000015631
152 0.0000263698
152 0.00000123463
152 0
153 0
153 0.0000155091
153 0.0000263971
153 0.00000119789
153 0
154 0
154 0.0000278422
154 0.000020749
154 0.00000119057
154 0
155 0
155 0.0000280327
155 0.0000208983
155 0.00000117999
155 0
156 0
156 0.0000281785
156 0.0000209947
156 0.00000117193
156 0
164 0
164 0.000043731
164 0.0000167665
164 0
164 0
165 0
165 0.0000435842
165 0.0000167614
165 0
165 0
166 0
166 0.0000435964
166 0.0000167651
166 0
166 0
167 0
167 0.0000437045
167 0.0000167647
167 0
167 0
168 0
168 0.0000263199
168 0.0000358132
168 0.00000122928
168 0
169 0
169 0.0000263756
169 0.0000358926
169 0.00000122041
169 0
170 0
170 0.0000259448
170 0.0000356896
170 0.00000112939
170 0
171 0
171 0.0000260854
171 0.0000358688
171 0.00000110767
171 0
172 0
172 0.0000229948
172 0.0000384372
172 0.000000887443
172 0
173 0
173 0.0000235341
173 0.0000355262
173 0.00000150935
173 0
174 0
174 0.0000242968
174 0.0000369365
174 0.00000159746
174 0
175 0
175 0.000023403
175 0.000034375
175 0.00000141232
175 0
176 0
176 0.0000183484
176 0.00003158
176 0.000000700712
176 0
177 0
177 0.0000188193
177 0.000031854
177 0.00000079868
177 0
178 0
178 0.0000153234
178 0.0000295872
178 0.00000125605
178 0
179 0
179 0.000016115
179 0.0000265367
179 0.00000142715
179 0
180 0
180 0.0000157063
180 0.0000267169
180 0.00000127281
180 0
181 0
181 0.0000234976
181 0.0000274049
181 0.000000894384
181 0
182 0
182 0.0000239105
182 0.0000272815
182 0.000000921271
182 0
183 0
183 0.0000280071
183 0.0000209575
183 0.00000117381
183 0
184 0
184 0.0000281906
184 0.0000210496
184 0.00000116414
184 0
188 0
188 0.0000086718
188 0.00000880171
188 0.00016499
188 0
189 0
